Scaffold,ID,Start,End,Strand,5'UTR
ChrI_A_nidulans_FGSC_A4,AN6354,430540,435872,+,444
ChrI_A_nidulans_FGSC_A4,AN6388,333443,336147,+,0
ChrI_A_nidulans_FGSC_A4,AN6945,3656320,3657904,-,94
ChrI_A_nidulans_FGSC_A4,AN6500,2300111,2301339,-,55
ChrI_A_nidulans_FGSC_A4,AN6228,838121,843328,+,69
ChrI_A_nidulans_FGSC_A4,AN6897,3509298,3512524,-,63
ChrI_A_nidulans_FGSC_A4,AN6922,3579663,3581552,+,39
ChrI_A_nidulans_FGSC_A4,AN6531,2387257,2389285,+,84
ChrI_A_nidulans_FGSC_A4,AN6157,1062885,1063768,+,0
ChrI_A_nidulans_FGSC_A4,AN6697,2883174,2885315,-,41
ChrI_A_nidulans_FGSC_A4,AN6915,3552682,3554962,+,74
ChrI_A_nidulans_FGSC_A4,AN12262,1537032,1537520,-,0
ChrI_A_nidulans_FGSC_A4,AN6470,51778,52573,-,32
ChrI_A_nidulans_FGSC_A4,AN6776,3127933,3128831,+,39
ChrI_A_nidulans_FGSC_A4,AN6954,3682782,3683344,-,61
ChrI_A_nidulans_FGSC_A4,AN6582,2528966,2531277,-,0
ChrI_A_nidulans_FGSC_A4,AN6432,204476,205690,-,0
ChrI_A_nidulans_FGSC_A4,AN11902,3019181,3020159,-,80
ChrI_A_nidulans_FGSC_A4,AN11988,3317022,3317457,+,0
ChrI_A_nidulans_FGSC_A4,AN6963,3729994,3731438,+,68
ChrI_A_nidulans_FGSC_A4,AN6268,702654,705753,-,0
ChrI_A_nidulans_FGSC_A4,AN6768,3104194,3107617,+,82
ChrI_A_nidulans_FGSC_A4,AN5967,1643454,1644119,-,262
ChrI_A_nidulans_FGSC_A4,AN10808,488608,490661,+,70
ChrI_A_nidulans_FGSC_A4,AN6368,398970,401365,-,24
ChrI_A_nidulans_FGSC_A4,AN6125,1184525,1187201,-,419
ChrI_A_nidulans_FGSC_A4,AN5827,2125034,2128591,-,129
ChrI_A_nidulans_FGSC_A4,AN6943,3652849,3654006,+,0
ChrI_A_nidulans_FGSC_A4,AN6233,811431,812608,+,68
ChrI_A_nidulans_FGSC_A4,AN6302,614104,615180,+,0
ChrI_A_nidulans_FGSC_A4,AN11504,870996,871519,+,0
ChrI_A_nidulans_FGSC_A4,AN6661,2763755,2765088,-,0
ChrI_A_nidulans_FGSC_A4,AN6077,1327745,1328982,+,46
ChrI_A_nidulans_FGSC_A4,AN6159,1059753,1061702,+,268
ChrI_A_nidulans_FGSC_A4,AN5972,1631757,1635149,-,216
ChrI_A_nidulans_FGSC_A4,AN6458,110529,111748,+,0
ChrI_A_nidulans_FGSC_A4,AN12049,997011,998099,+,0
ChrI_A_nidulans_FGSC_A4,AN6202,928073,929745,-,47
ChrI_A_nidulans_FGSC_A4,AN12019,1171845,1172190,+,0
ChrI_A_nidulans_FGSC_A4,AN5949,1701730,1703184,-,31
ChrI_A_nidulans_FGSC_A4,AN6820,3277638,3281841,+,246
ChrI_A_nidulans_FGSC_A4,AN6739,3027215,3029478,-,341
ChrI_A_nidulans_FGSC_A4,AN6272,693929,695824,-,13
ChrI_A_nidulans_FGSC_A4,AN5924,1795569,1798580,-,297
ChrI_A_nidulans_FGSC_A4,AN12372,3724207,3724554,+,0
ChrI_A_nidulans_FGSC_A4,AN10839,2602320,2603808,+,137
ChrI_A_nidulans_FGSC_A4,AN6427,225257,226710,+,0
ChrI_A_nidulans_FGSC_A4,AN11854,566693,567595,-,124
ChrI_A_nidulans_FGSC_A4,AN6133,1136531,1138123,+,0
ChrI_A_nidulans_FGSC_A4,AN6096,1272106,1273035,+,0
ChrI_A_nidulans_FGSC_A4,AN5875,1941779,1943193,-,22
ChrI_A_nidulans_FGSC_A4,AN5996,1558083,1558976,-,5
ChrI_A_nidulans_FGSC_A4,AN6492,2280567,2281841,+,65
ChrI_A_nidulans_FGSC_A4,AN6796,3199161,3200155,-,26
ChrI_A_nidulans_FGSC_A4,AN10756,1674345,1679131,+,296
ChrI_A_nidulans_FGSC_A4,AN6321,543411,544854,-,0
ChrI_A_nidulans_FGSC_A4,AN6014,1507935,1510949,-,45
ChrI_A_nidulans_FGSC_A4,AN6689,2856630,2858415,+,242
ChrI_A_nidulans_FGSC_A4,AN6378,366987,368480,-,0
ChrI_A_nidulans_FGSC_A4,AN6797,3202134,3202613,+,57
ChrI_A_nidulans_FGSC_A4,AN6790,3177526,3179747,-,0
ChrI_A_nidulans_FGSC_A4,AN6642,2709935,2713754,+,152
ChrI_A_nidulans_FGSC_A4,AN6182,1004434,1005965,+,64
ChrI_A_nidulans_FGSC_A4,AN6757,3074806,3077243,-,62
ChrI_A_nidulans_FGSC_A4,AN5814,2165288,2166646,+,105
ChrI_A_nidulans_FGSC_A4,AN10818,232510,232965,+,0
ChrI_A_nidulans_FGSC_A4,AN6884,3469376,3471764,+,0
ChrI_A_nidulans_FGSC_A4,AN6174,1016820,1018580,+,119
ChrI_A_nidulans_FGSC_A4,AN6863,3404516,3407065,+,307
ChrI_A_nidulans_FGSC_A4,AN6297,623115,624521,-,18
ChrI_A_nidulans_FGSC_A4,AN5956,1684769,1686660,+,0
ChrI_A_nidulans_FGSC_A4,AN12409,3555739,3557332,+,911
ChrI_A_nidulans_FGSC_A4,AN6097,1270467,1271842,-,0
ChrI_A_nidulans_FGSC_A4,AN6618,2642327,2645666,-,246
ChrI_A_nidulans_FGSC_A4,AN6034,1448675,1449901,-,190
ChrI_A_nidulans_FGSC_A4,AN10846,3207540,3212351,-,0
ChrI_A_nidulans_FGSC_A4,AN6056,1395450,1397172,+,0
ChrI_A_nidulans_FGSC_A4,AN5910,1836927,1839154,+,91
ChrI_A_nidulans_FGSC_A4,AN10856,3529535,3533165,+,0
ChrI_A_nidulans_FGSC_A4,AN12441,1156960,1158166,-,95
ChrI_A_nidulans_FGSC_A4,AN5896,1869066,1869655,-,0
ChrI_A_nidulans_FGSC_A4,AN5887,1905235,1906389,+,0
ChrI_A_nidulans_FGSC_A4,AN6805,3237571,3239887,-,234
ChrI_A_nidulans_FGSC_A4,AN6261,723441,730500,-,0
ChrI_A_nidulans_FGSC_A4,AN6877,3446799,3447797,-,0
ChrI_A_nidulans_FGSC_A4,AN6090,1288516,1291444,-,45
ChrI_A_nidulans_FGSC_A4,AN10845,2980977,2983856,-,547
ChrI_A_nidulans_FGSC_A4,AN5880,1932089,1933138,+,167
ChrI_A_nidulans_FGSC_A4,AN6010,1517776,1520445,-,159
ChrI_A_nidulans_FGSC_A4,AN10762,1768347,1770636,+,50
ChrI_A_nidulans_FGSC_A4,AN12010,2544946,2547226,+,0
ChrI_A_nidulans_FGSC_A4,AN6955,3687025,3688933,+,0
ChrI_A_nidulans_FGSC_A4,AN6390,328113,329873,-,0
ChrI_A_nidulans_FGSC_A4,AN5891,1893951,1898999,-,1925
ChrI_A_nidulans_FGSC_A4,AN5841,2063035,2064172,-,0
ChrI_A_nidulans_FGSC_A4,AN6051,1408899,1410414,-,0
ChrI_A_nidulans_FGSC_A4,AN6495,2289154,2290151,+,24
ChrI_A_nidulans_FGSC_A4,AN5905,1848640,1850692,+,100
ChrI_A_nidulans_FGSC_A4,AN6262,720978,723124,+,323
ChrI_A_nidulans_FGSC_A4,AN6076,1329012,1336564,-,0
ChrI_A_nidulans_FGSC_A4,AN6177,1011899,1013569,-,0
ChrI_A_nidulans_FGSC_A4,AN6091,1285028,1288348,-,357
ChrI_A_nidulans_FGSC_A4,AN6300,616345,617987,-,57
ChrI_A_nidulans_FGSC_A4,AN6883,3466802,3468654,+,0
ChrI_A_nidulans_FGSC_A4,AN12350,1506723,1507842,-,99
ChrI_A_nidulans_FGSC_A4,AN5888,1903255,1904848,+,0
ChrI_A_nidulans_FGSC_A4,AN10785,879427,880375,-,0
ChrI_A_nidulans_FGSC_A4,AN5973,1627340,1630833,+,444
ChrI_A_nidulans_FGSC_A4,AN6033,1450305,1452162,+,0
ChrI_A_nidulans_FGSC_A4,AN6838,3345170,3347072,+,16
ChrI_A_nidulans_FGSC_A4,AN11900,2956109,2957564,+,189
ChrI_A_nidulans_FGSC_A4,AN6588,2551251,2552868,+,413
ChrI_A_nidulans_FGSC_A4,AN6942,3650102,3652548,-,0
ChrI_A_nidulans_FGSC_A4,AN6314,573011,574361,-,242
ChrI_A_nidulans_FGSC_A4,AN6779,3139838,3144722,+,51
ChrI_A_nidulans_FGSC_A4,AN6158,1061946,1062883,+,69
ChrI_A_nidulans_FGSC_A4,AN6181,1006063,1007168,-,7
ChrI_A_nidulans_FGSC_A4,AN12015,1427185,1427952,-,0
ChrI_A_nidulans_FGSC_A4,AN6085,1305860,1308793,+,100
ChrI_A_nidulans_FGSC_A4,AN6730,2998870,3001066,-,70
ChrI_A_nidulans_FGSC_A4,AN6600,2587946,2590384,-,0
ChrI_A_nidulans_FGSC_A4,AN10858,3528400,3529183,+,228
ChrI_A_nidulans_FGSC_A4,AN6818,3274558,3275434,+,0
ChrI_A_nidulans_FGSC_A4,AN6888,3480464,3482867,-,784
ChrI_A_nidulans_FGSC_A4,AN6843,3356118,3357201,+,71
ChrI_A_nidulans_FGSC_A4,AN5898,1864827,1867494,-,126
ChrI_A_nidulans_FGSC_A4,AN12053,941411,941890,-,0
ChrI_A_nidulans_FGSC_A4,AN6694,2868170,2871790,+,430
ChrI_A_nidulans_FGSC_A4,AN5811,2171926,2172935,+,0
ChrI_A_nidulans_FGSC_A4,AN6141,1108769,1109796,-,39
ChrI_A_nidulans_FGSC_A4,AN6949,3667132,3669872,+,0
ChrI_A_nidulans_FGSC_A4,AN6873,3429896,3431187,-,80
ChrI_A_nidulans_FGSC_A4,AN6792,3189473,3190910,-,0
ChrI_A_nidulans_FGSC_A4,AN6377,371717,373885,+,0
ChrI_A_nidulans_FGSC_A4,AN11920,165802,167165,-,0
ChrI_A_nidulans_FGSC_A4,AN5828,2124152,2124846,-,101
ChrI_A_nidulans_FGSC_A4,AN6193,975333,979312,+,150
ChrI_A_nidulans_FGSC_A4,AN6221,863537,866118,+,603
ChrI_A_nidulans_FGSC_A4,AN5929,1780746,1783312,+,76
ChrI_A_nidulans_FGSC_A4,AN6870,3421133,3422968,-,105
ChrI_A_nidulans_FGSC_A4,AN6280,670749,674396,+,226
ChrI_A_nidulans_FGSC_A4,AN11856,424307,424907,+,0
ChrI_A_nidulans_FGSC_A4,AN6437,185272,186516,-,202
ChrI_A_nidulans_FGSC_A4,AN5926,1787540,1789067,+,194
ChrI_A_nidulans_FGSC_A4,AN6198,950866,952600,-,590
ChrI_A_nidulans_FGSC_A4,AN6806,3241191,3242593,+,0
ChrI_A_nidulans_FGSC_A4,AN6129,1161118,1163391,+,0
ChrI_A_nidulans_FGSC_A4,AN6859,3397594,3399862,+,528
ChrI_A_nidulans_FGSC_A4,AN6370,391273,394728,+,422
ChrI_A_nidulans_FGSC_A4,AN5872,1952522,1953875,+,86
ChrI_A_nidulans_FGSC_A4,AN12442,1154701,1156602,-,0
ChrI_A_nidulans_FGSC_A4,AN10778,973006,975107,-,22
ChrI_A_nidulans_FGSC_A4,AN6850,3370139,3372617,-,61
ChrI_A_nidulans_FGSC_A4,AN6098,1268521,1270126,-,0
ChrI_A_nidulans_FGSC_A4,AN10806,574833,576827,-,95
ChrI_A_nidulans_FGSC_A4,AN6773,3119090,3120436,-,0
ChrI_A_nidulans_FGSC_A4,AN6532,2389578,2390895,+,0
ChrI_A_nidulans_FGSC_A4,AN10840,2691402,2693089,-,0
ChrI_A_nidulans_FGSC_A4,AN6664,2776401,2777873,+,0
ChrI_A_nidulans_FGSC_A4,AN6322,539665,541973,-,72
ChrI_A_nidulans_FGSC_A4,AN10748,1944425,1945184,-,1
ChrI_A_nidulans_FGSC_A4,AN5848,2047906,2050380,-,423
ChrI_A_nidulans_FGSC_A4,AN6561,2462021,2463324,-,84
ChrI_A_nidulans_FGSC_A4,AN6301,614672,615583,-,86
ChrI_A_nidulans_FGSC_A4,AN6769,3106971,3109092,-,0
ChrI_A_nidulans_FGSC_A4,AN6581,2523609,2528606,+,345
ChrI_A_nidulans_FGSC_A4,AN6568,2479450,2481728,-,173
ChrI_A_nidulans_FGSC_A4,AN12480,2013757,2031759,-,374
ChrI_A_nidulans_FGSC_A4,AN5861,1981526,1983069,+,37
ChrI_A_nidulans_FGSC_A4,AN6737,3021425,3022181,-,64
ChrI_A_nidulans_FGSC_A4,AN6296,624756,626728,-,55
ChrI_A_nidulans_FGSC_A4,AN11983,3247725,3249355,+,190
ChrI_A_nidulans_FGSC_A4,AN6598,2580219,2586839,-,84
ChrI_A_nidulans_FGSC_A4,AN6602,2593240,2594774,+,116
ChrI_A_nidulans_FGSC_A4,AN6270,698912,700994,-,93
ChrI_A_nidulans_FGSC_A4,AN6610,2614626,2615739,+,104
ChrI_A_nidulans_FGSC_A4,AN6384,344376,345455,-,0
ChrI_A_nidulans_FGSC_A4,AN12051,963583,964130,-,385
ChrI_A_nidulans_FGSC_A4,AN6667,2782648,2784848,-,8
ChrI_A_nidulans_FGSC_A4,AN5982,1591911,1599684,-,110
ChrI_A_nidulans_FGSC_A4,AN5962,1665000,1667021,-,67
ChrI_A_nidulans_FGSC_A4,AN5804,2191962,2195321,-,0
ChrI_A_nidulans_FGSC_A4,AN6107,1232706,1235884,-,34
ChrI_A_nidulans_FGSC_A4,AN10781,893700,894614,+,153
ChrI_A_nidulans_FGSC_A4,AN6389,330551,332356,-,0
ChrI_A_nidulans_FGSC_A4,AN6351,439880,442313,-,184
ChrI_A_nidulans_FGSC_A4,AN6801,3212962,3213786,+,56
ChrI_A_nidulans_FGSC_A4,AN5885,1918113,1918127,-,0
ChrI_A_nidulans_FGSC_A4,AN6506,2316944,2318580,+,102
ChrI_A_nidulans_FGSC_A4,AN6100,1263199,1265165,-,0
ChrI_A_nidulans_FGSC_A4,AN5852,2012087,2013183,-,101
ChrI_A_nidulans_FGSC_A4,AN11859,375296,376804,+,79
ChrI_A_nidulans_FGSC_A4,AN6298,621705,622641,-,51
ChrI_A_nidulans_FGSC_A4,AN6110,1229394,1230515,+,0
ChrI_A_nidulans_FGSC_A4,AN6291,636469,640743,-,450
ChrI_A_nidulans_FGSC_A4,AN5954,1692017,1694111,+,55
ChrI_A_nidulans_FGSC_A4,AN9497,355131,356334,-,52
ChrI_A_nidulans_FGSC_A4,AN6879,3450907,3453032,-,8
ChrI_A_nidulans_FGSC_A4,AN6117,1210837,1211471,-,0
ChrI_A_nidulans_FGSC_A4,AN6634,2685203,2686534,+,0
ChrI_A_nidulans_FGSC_A4,AN6787,3167165,3169167,+,82
ChrI_A_nidulans_FGSC_A4,AN6472,47156,48424,+,0
ChrI_A_nidulans_FGSC_A4,AN6490,2277406,2279245,+,106
ChrI_A_nidulans_FGSC_A4,AN6451,128977,131133,-,256
ChrI_A_nidulans_FGSC_A4,AN6237,793254,797383,+,51
ChrI_A_nidulans_FGSC_A4,AN6804,3225931,3228798,-,139
ChrI_A_nidulans_FGSC_A4,AN10837,2693123,2695716,-,20
ChrI_A_nidulans_FGSC_A4,AN6934,3622962,3625159,-,98
ChrI_A_nidulans_FGSC_A4,AN10865,3640315,3641042,+,0
ChrI_A_nidulans_FGSC_A4,AN6760,3083949,3084725,-,71
ChrI_A_nidulans_FGSC_A4,AN6061,1380287,1381974,+,16
ChrI_A_nidulans_FGSC_A4,AN6144,1102635,1103425,-,0
ChrI_A_nidulans_FGSC_A4,AN6896,3505285,3508726,+,191
ChrI_A_nidulans_FGSC_A4,AN6503,2306246,2308393,-,120
ChrI_A_nidulans_FGSC_A4,AN6485,6073,8131,+,0
ChrI_A_nidulans_FGSC_A4,AN6005,1534199,1534758,+,101
ChrI_A_nidulans_FGSC_A4,AN6409,277145,278674,+,0
ChrI_A_nidulans_FGSC_A4,AN6759,3081702,3084100,+,124
ChrI_A_nidulans_FGSC_A4,AN10816,203106,203984,-,61
ChrI_A_nidulans_FGSC_A4,AN6670,2795201,2796409,-,0
ChrI_A_nidulans_FGSC_A4,AN6088,1296960,1301356,-,228
ChrI_A_nidulans_FGSC_A4,AN6723,2984663,2986035,+,73
ChrI_A_nidulans_FGSC_A4,AN6548,2428985,2429957,-,68
ChrI_A_nidulans_FGSC_A4,AN6243,773503,777622,-,53
ChrI_A_nidulans_FGSC_A4,AN5912,1832726,1833688,-,172
ChrI_A_nidulans_FGSC_A4,AN5988,1577852,1581551,+,127
ChrI_A_nidulans_FGSC_A4,AN6410,273441,276756,-,0
ChrI_A_nidulans_FGSC_A4,AN6828,3303534,3307480,-,0
ChrI_A_nidulans_FGSC_A4,AN11915,322833,324200,+,120
ChrI_A_nidulans_FGSC_A4,AN6831,3318119,3320065,-,0
ChrI_A_nidulans_FGSC_A4,AN10768,1477132,1478601,+,0
ChrI_A_nidulans_FGSC_A4,AN6334,492201,496208,+,92
ChrI_A_nidulans_FGSC_A4,AN6643,2714132,2715728,-,96
ChrI_A_nidulans_FGSC_A4,AN10745,2101159,2103220,-,0
ChrI_A_nidulans_FGSC_A4,AN6411,269728,270546,-,33
ChrI_A_nidulans_FGSC_A4,AN5933,1760174,1762487,+,105
ChrI_A_nidulans_FGSC_A4,AN6683,2835704,2837560,-,0
ChrI_A_nidulans_FGSC_A4,AN6114,1218736,1220782,+,48
ChrI_A_nidulans_FGSC_A4,AN6747,3048840,3051756,+,0
ChrI_A_nidulans_FGSC_A4,AN10760,1802817,1806671,-,73
ChrI_A_nidulans_FGSC_A4,AN6276,684419,685697,+,0
ChrI_A_nidulans_FGSC_A4,AN6727,2994387,2995627,+,84
ChrI_A_nidulans_FGSC_A4,AN6234,805496,806970,+,21
ChrI_A_nidulans_FGSC_A4,AN10823,2305021,2306358,+,115
ChrI_A_nidulans_FGSC_A4,AN6702,2904309,2908354,+,380
ChrI_A_nidulans_FGSC_A4,AN6448,139085,146905,-,0
ChrI_A_nidulans_FGSC_A4,AN6815,3267927,3269442,-,20
ChrI_A_nidulans_FGSC_A4,AN6864,3407220,3409257,+,72
ChrI_A_nidulans_FGSC_A4,AN5803,2196349,2198683,+,100
ChrI_A_nidulans_FGSC_A4,AN6557,2452780,2453811,+,78
ChrI_A_nidulans_FGSC_A4,AN6203,926767,927934,-,86
ChrI_A_nidulans_FGSC_A4,AN5818,2159733,2160757,+,193
ChrI_A_nidulans_FGSC_A4,AN6655,2746996,2748214,+,117
ChrI_A_nidulans_FGSC_A4,AN6707,2919209,2921390,+,0
ChrI_A_nidulans_FGSC_A4,AN6257,738730,743473,-,162
ChrI_A_nidulans_FGSC_A4,AN12261,1647546,1648307,-,391
ChrI_A_nidulans_FGSC_A4,AN5834,2104546,2105769,+,144
ChrI_A_nidulans_FGSC_A4,AN6162,1052843,1054048,+,86
ChrI_A_nidulans_FGSC_A4,AN6750,3057350,3058953,+,45
ChrI_A_nidulans_FGSC_A4,AN6965,3735181,3736029,-,0
ChrI_A_nidulans_FGSC_A4,AN5877,1937116,1939432,+,159
ChrI_A_nidulans_FGSC_A4,AN6324,532871,534773,-,42
ChrI_A_nidulans_FGSC_A4,AN5821,2152433,2154722,-,497
ChrI_A_nidulans_FGSC_A4,AN6793,3191397,3192679,+,110
ChrI_A_nidulans_FGSC_A4,AN6835,3333782,3337262,-,117
ChrI_A_nidulans_FGSC_A4,AN6307,601032,602902,-,346
ChrI_A_nidulans_FGSC_A4,AN5907,1844204,1845222,+,118
ChrI_A_nidulans_FGSC_A4,AN6770,3110369,3112933,+,13
ChrI_A_nidulans_FGSC_A4,AN10814,1883,4080,+,0
ChrI_A_nidulans_FGSC_A4,AN11971,1897588,1898098,+,97
ChrI_A_nidulans_FGSC_A4,AN6478,22401,23183,+,0
ChrI_A_nidulans_FGSC_A4,AN6534,2400510,2402655,+,493
ChrI_A_nidulans_FGSC_A4,AN6223,853016,853920,+,82
ChrI_A_nidulans_FGSC_A4,AN6777,3131864,3133527,-,0
ChrI_A_nidulans_FGSC_A4,AN6586,2540017,2541025,-,209
ChrI_A_nidulans_FGSC_A4,AN6423,235405,236123,-,45
ChrI_A_nidulans_FGSC_A4,AN6278,677915,679546,-,126
ChrI_A_nidulans_FGSC_A4,AN6609,2611111,2613813,-,279
ChrI_A_nidulans_FGSC_A4,AN10751,1993341,1994401,+,10
ChrI_A_nidulans_FGSC_A4,AN6875,3433312,3439733,-,299
ChrI_A_nidulans_FGSC_A4,AN12009,2511379,2511889,+,0
ChrI_A_nidulans_FGSC_A4,AN6811,3258985,3260530,+,0
ChrI_A_nidulans_FGSC_A4,AN6957,3692526,3693445,-,0
ChrI_A_nidulans_FGSC_A4,AN5893,1878217,1881495,-,171
ChrI_A_nidulans_FGSC_A4,AN6551,2434571,2440617,-,228
ChrI_A_nidulans_FGSC_A4,AN5882,1926835,1929747,-,0
ChrI_A_nidulans_FGSC_A4,AN10847,2954890,2955813,+,84
ChrI_A_nidulans_FGSC_A4,AN11527,3162229,3162567,-,0
ChrI_A_nidulans_FGSC_A4,AN6019,1483062,1484686,-,0
ChrI_A_nidulans_FGSC_A4,AN5843,2057540,2060255,+,0
ChrI_A_nidulans_FGSC_A4,AN6346,454218,456397,+,21
ChrI_A_nidulans_FGSC_A4,AN10796,832651,834344,-,0
ChrI_A_nidulans_FGSC_A4,AN6153,1073271,1074061,+,0
ChrI_A_nidulans_FGSC_A4,AN6395,314756,316910,+,0
ChrI_A_nidulans_FGSC_A4,AN6012,1513208,1515197,-,279
ChrI_A_nidulans_FGSC_A4,AN6074,1340372,1341726,-,173
ChrI_A_nidulans_FGSC_A4,AN6134,1130921,1136083,+,0
ChrI_A_nidulans_FGSC_A4,AN5863,1979067,1979916,-,0
ChrI_A_nidulans_FGSC_A4,AN6881,3463447,3464372,-,82
ChrI_A_nidulans_FGSC_A4,AN6023,1471340,1473455,+,80
ChrI_A_nidulans_FGSC_A4,AN12017,1354746,1357737,+,290
ChrI_A_nidulans_FGSC_A4,AN10851,3005220,3006091,+,189
ChrI_A_nidulans_FGSC_A4,AN6224,851118,851941,+,0
ChrI_A_nidulans_FGSC_A4,AN6041,1435684,1437385,+,0
ChrI_A_nidulans_FGSC_A4,AN10787,1150185,1151719,-,49
ChrI_A_nidulans_FGSC_A4,AN6364,404902,409534,-,164
ChrI_A_nidulans_FGSC_A4,AN6379,365310,367063,+,236
ChrI_A_nidulans_FGSC_A4,AN10821,4351,5615,+,0
ChrI_A_nidulans_FGSC_A4,AN11510,92758,93073,-,0
ChrI_A_nidulans_FGSC_A4,AN10754,1789651,1791802,+,179
ChrI_A_nidulans_FGSC_A4,AN5943,1723914,1725735,+,29
ChrI_A_nidulans_FGSC_A4,AN5868,1964820,1966299,-,54
ChrI_A_nidulans_FGSC_A4,AN6036,1443917,1446778,+,126
ChrI_A_nidulans_FGSC_A4,AN6151,1081680,1082504,-,0
ChrI_A_nidulans_FGSC_A4,AN6940,3643134,3644743,-,150
ChrI_A_nidulans_FGSC_A4,AN6614,2624321,2628611,+,279
ChrI_A_nidulans_FGSC_A4,AN6893,3496315,3498916,+,118
ChrI_A_nidulans_FGSC_A4,AN10804,662953,664470,+,0
ChrI_A_nidulans_FGSC_A4,AN9469,1660343,1661335,-,46
ChrI_A_nidulans_FGSC_A4,AN12044,1117022,1117971,+,203
ChrI_A_nidulans_FGSC_A4,AN5947,1707273,1711587,+,0
ChrI_A_nidulans_FGSC_A4,AN6161,1053960,1056421,-,92
ChrI_A_nidulans_FGSC_A4,AN6179,1008921,1009896,+,114
ChrI_A_nidulans_FGSC_A4,AN6947,3660135,3661257,+,0
ChrI_A_nidulans_FGSC_A4,AN6666,2781154,2782635,-,406
ChrI_A_nidulans_FGSC_A4,AN10738,2187419,2188345,+,38
ChrI_A_nidulans_FGSC_A4,AN6206,916048,917158,-,80
ChrI_A_nidulans_FGSC_A4,AN5998,1554791,1556650,+,155
ChrI_A_nidulans_FGSC_A4,AN11922,135151,136464,-,0
ChrI_A_nidulans_FGSC_A4,AN6374,378854,381023,-,37
ChrI_A_nidulans_FGSC_A4,AN6845,3359407,3361154,+,37
ChrI_A_nidulans_FGSC_A4,AN6950,3670463,3671522,-,0
ChrI_A_nidulans_FGSC_A4,AN6853,3380968,3382587,-,174
ChrI_A_nidulans_FGSC_A4,AN6721,2976772,2978593,+,0
ChrI_A_nidulans_FGSC_A4,AN6331,499665,502624,-,216
ChrI_A_nidulans_FGSC_A4,AN6148,1094659,1096092,-,0
ChrI_A_nidulans_FGSC_A4,AN6825,3299626,3300460,+,0
ChrI_A_nidulans_FGSC_A4,AN5975,1622066,1623710,+,134
ChrI_A_nidulans_FGSC_A4,AN6196,955561,956784,-,102
ChrI_A_nidulans_FGSC_A4,AN6732,3006007,3007200,-,123
ChrI_A_nidulans_FGSC_A4,AN6137,1117871,1121022,-,340
ChrI_A_nidulans_FGSC_A4,AN6369,395566,397789,-,41
ChrI_A_nidulans_FGSC_A4,AN5920,1811212,1813641,-,0
ChrI_A_nidulans_FGSC_A4,AN5989,1574034,1575230,-,179
ChrI_A_nidulans_FGSC_A4,AN6372,384140,386183,+,48
ChrI_A_nidulans_FGSC_A4,AN6926,3600124,3602305,+,0
ChrI_A_nidulans_FGSC_A4,AN6677,2815945,2817077,-,0
ChrI_A_nidulans_FGSC_A4,AN6119,1204602,1206612,+,80
ChrI_A_nidulans_FGSC_A4,AN6917,3569268,3570240,+,0
ChrI_A_nidulans_FGSC_A4,AN6636,2689123,2691329,-,62
ChrI_A_nidulans_FGSC_A4,AN6900,3517501,3518928,+,91
ChrI_A_nidulans_FGSC_A4,AN10835,2601032,2602210,+,177
ChrI_A_nidulans_FGSC_A4,AN6288,646998,648088,+,0
ChrI_A_nidulans_FGSC_A4,AN6785,3158689,3160594,+,62
ChrI_A_nidulans_FGSC_A4,AN6932,3618573,3620867,+,126
ChrI_A_nidulans_FGSC_A4,AN6453,124953,126190,-,0
ChrI_A_nidulans_FGSC_A4,AN6142,1107847,1108819,+,149
ChrI_A_nidulans_FGSC_A4,AN6515,2344726,2346432,+,136
ChrI_A_nidulans_FGSC_A4,AN6930,3613503,3615286,+,101
ChrI_A_nidulans_FGSC_A4,AN6239,789294,790566,+,101
ChrI_A_nidulans_FGSC_A4,AN10828,2304159,2304933,+,31
ChrI_A_nidulans_FGSC_A4,AN6685,2841321,2845873,-,396
ChrI_A_nidulans_FGSC_A4,AN10864,3639065,3640017,+,0
ChrI_A_nidulans_FGSC_A4,AN6317,560746,566706,+,404
ChrI_A_nidulans_FGSC_A4,AN6920,3576411,3577669,-,245
ChrI_A_nidulans_FGSC_A4,AN6003,1538197,1539960,+,128
ChrI_A_nidulans_FGSC_A4,AN6672,2800568,2801072,-,0
ChrI_A_nidulans_FGSC_A4,AN6631,2680709,2681735,+,47
ChrI_A_nidulans_FGSC_A4,AN6505,2313860,2316656,-,127
ChrI_A_nidulans_FGSC_A4,AN6562,2463464,2466019,+,113
ChrI_A_nidulans_FGSC_A4,AN6669,2786941,2789043,-,136
ChrI_A_nidulans_FGSC_A4,AN6752,3062225,3064713,+,125
ChrI_A_nidulans_FGSC_A4,AN6038,1439058,1440574,-,94
ChrI_A_nidulans_FGSC_A4,AN6623,2658184,2660492,+,226
ChrI_A_nidulans_FGSC_A4,AN11985,3256699,3257601,+,2
ChrI_A_nidulans_FGSC_A4,AN5914,1825550,1828459,-,0
ChrI_A_nidulans_FGSC_A4,AN5844,2056286,2057233,-,60
ChrI_A_nidulans_FGSC_A4,AN12276,3675677,3676832,-,0
ChrI_A_nidulans_FGSC_A4,AN6570,2483216,2485724,-,378
ChrI_A_nidulans_FGSC_A4,AN6612,2621257,2622595,+,28
ChrI_A_nidulans_FGSC_A4,AN6404,288011,289336,-,0
ChrI_A_nidulans_FGSC_A4,AN5984,1588462,1589615,-,0
